pathway	pval	padj	log2err	ES	NES	size	leadingEdge
176	KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.0669291338582677	0.325386114859799	0.245041785430996	-0.605342121048871	-1.50505760604086	12	c("CYP7A1", "AKR1D1", "BAAT", "CYP7B1")
177	KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.033901802776719	0.217439148843784	0.321775918075361	-0.859558171897558	-1.57403265967411	4	c("CSAD", "BAAT")
178	KEGG_TYPE_I_DIABETES_MELLITUS	0.0148134929768238	0.154885089852076	0.380730400722792	-0.845082358997514	-1.6436170419913	5	c("FAS", "IL1B", "CD80")
179	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.0128528469208925	0.154708560205707	0.380730400722792	-0.471609879900202	-1.64640209630176	56	c("FPR1", "P2RY4", "LPAR6", "S1PR1", "HTR1D", "PTGER4", "P2RX6", "CNR2", "THRB", "GALR1", "GPR35", "ADRB2", "ADRA1B", "APLNR", "GZMA", "CHRNA3", "GHR", "PTAFR", "GABRG1")
180	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.00993006887582668	0.153916067575313	0.380730400722792	-0.486508461213145	-1.65138981607399	48	c("SERPINA5", "FGG", "CFD", "FGB", "MBL2", "FGA", "C8A", "F8", "C4B", "KLKB1", "C9")
181	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.0133082632435017	0.154708560205707	0.380730400722792	-0.733404237331485	-1.66209995339869	9	c("ITGA4", "CXCL12", "CD80", "CD40")
182	KEGG_ALLOGRAFT_REJECTION	0.00334207368870148	0.103604284349746	0.431707695803346	-0.939712288245465	-1.72081178535027	4	c("FAS", "CD80", "CD40")
183	KEGG_GRAFT_VERSUS_HOST_DISEASE	0.00258334110954182	0.0961002892749559	0.431707695803346	-0.943541850831155	-1.72782452373055	4	c("FAS", "IL1B", "CD80")
184	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.0121818147523318	0.154708560205707	0.380730400722792	-0.568964014154997	-1.72817043958693	29	c("IRF7", "CASP1", "CXCL10", "IL1B", "CCL5", "NFKB1", "IKBKG", "POLR3K", "MAVS", "ADAR", "IL18", "PYCARD", "RIPK1", "POLR3B")
185	KEGG_PRIMARY_IMMUNODEFICIENCY	0.00906503577769302	0.153281514059173	0.380730400722792	-0.705030532563482	-1.78550196537465	13	c("CIITA", "PTPRC", "BTK", "CD40", "IL2RG", "IKBKG", "TAP1", "JAK3")
186	KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	1.60160166980491e-05	0.00297897910583713	0.575610261071129	-0.862498208603435	-2.1444228708321	12	c("IDI1", "HMGCS1", "MVD", "FDPS", "HMGCR")
