baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ARHGAP18	357.429631540755	-0.502874212962592	0.189302017209062	-2.65646515751191	0.00789646104355336	0.0495571768321525
ARHGAP5	279.653681891479	-0.793953260213979	0.236355656329973	-3.35914643441218	0.000781836264431369	0.0100993221925242
ARHGEF12	1677.24638770746	-0.537847602681575	0.148428272089816	-3.62361964542791	0.000290508725412539	0.0050965335088678
ARID5B	431.253226906986	-0.821390059869084	0.30648245941945	-2.68005569201249	0.0073609912266916	0.0469023231216744
ARIH1	667.975637130766	-0.795332840257228	0.174673111936611	-4.55326427427396	5.28198510081764e-06	0.000310301446554931
ARK2N	124.329180580809	-0.633601892025625	0.213321933057208	-2.97016759104516	0.00297637325612237	0.0252313107567836
ARL13B	43.6966739756108	-1.04070419898513	0.312414368803365	-3.33116624235729	0.000864829380426813	0.0108721427653452
ARL4A	514.176800699919	-0.756994189111441	0.216920447645662	-3.4897318225527	0.000483505489864324	0.00728287898363201
ARL5A	718.005275111972	-0.564402467140729	0.168842825977518	-3.34276842307698	0.000829470896697161	0.0105370979776782
ARL5B	381.814785135752	-0.987930376739442	0.201398664685141	-4.90534720418298	9.32622175342933e-07	8.93743488408324e-05
ARMC1	497.672469974928	-0.589971231968122	0.149243609831549	-3.95307532854521	7.71531348392002e-05	0.00200847031662047
ARPC2	2079.26715139691	-0.271264102496	0.0857967822534648	-3.16170484919374	0.00156848453989894	0.0162606987493376
ASAH1	6613.92076589224	-0.710411312826195	0.169718292791227	-4.1858264135386	2.84130432180981e-05	0.00101315625968163
ATAD1	782.356609767486	-0.577630624316517	0.197136849692097	-2.93009970088648	0.00338853264113152	0.027651075564912
ATAD2B	126.758795340528	-0.882359152128366	0.189552271569524	-4.65496480111943	3.24036059336317e-06	0.000227910316413016
ATF1	316.078714118579	-0.613303308604411	0.195095718485109	-3.14360209115108	0.0016688219227375	0.0168786586684262
ATF2	442.375881044246	-0.670366691797533	0.179736178525066	-3.72972596445875	0.000191688133765627	0.00387874899937844
ATF7IP	653.674302209602	-0.461329756205608	0.141424305582778	-3.26202596013868	0.00110619012800738	0.0128396769362128
ATG12	510.6907768138	-0.519784837956419	0.193324996413789	-2.68865820560463	0.00717398322871057	0.0461791288185639
ATP11B	878.776095534989	-0.461330584168292	0.16964602267402	-2.71937164748478	0.00654060736655685	0.0433259477992891
ATP11C	88.0085048930362	-1.21910181753628	0.281395721326276	-4.3323395671775	1.47533163451063e-05	0.000630118661614248
ATP13A3	1346.39791944224	-0.890997870404178	0.196989950748304	-4.52306255735154	6.09512157823769e-06	0.000337388083606926
ATP1A1	14505.5233874487	-0.426495924735195	0.149556841796468	-2.85173128565803	0.00434818409067215	0.0328588992914126
ATP2C1	797.380059761986	-0.799122017921317	0.174450130822287	-4.58080492204036	4.63189746079667e-06	0.00028295172815297
ATP6V0A4	4.31965640707527	-5.54883772594991	1.91110009911172	-2.90347833089906	0.00369042508167824	0.0294219862763817
ATP6V1A	720.513012705116	-0.52421874430987	0.175297997198697	-2.99044343168209	0.00278572721342996	0.0241455937611767
ATP6V1D	315.476444282002	-0.510889113975802	0.173848245809078	-2.93870732832625	0.00329584138442254	0.0272133203809105
ATP7A	100.976836010059	-1.15457012682547	0.256676385173093	-4.49815484991684	6.85457657799739e-06	0.000364934800939007
ATP8B1	1520.75755793396	-0.719407624358112	0.212949495857355	-3.37830160837765	0.000729350382344283	0.0096562518718207
ATPAF1	1977.24182197926	-0.534109608779321	0.142124251916876	-3.75804693129858	0.000171244767799065	0.00362665196776667
ATRX	480.3963645807	-1.02932262784313	0.197899912001497	-5.20122832513107	1.97975704930118e-07	2.78491879237936e-05
ATXN2	742.195486237459	-0.425909845376579	0.134925386843087	-3.15663238284352	0.00159602421072532	0.0164414215859004
AURKB	10.7929827596821	-1.34166936653536	0.472810151325819	-2.83764923991828	0.00454470951613854	0.0337230151203401
B3GNT2	102.461375726479	-1.33854778210327	0.226341159581409	-5.913850510348	3.3420122522283e-09	1.16129839389435e-06
BACH1	482.361293139142	-1.0147708706536	0.252063649998363	-4.02585168730277	5.67694635315836e-05	0.00163429803359644
BAG3	773.802755662541	-0.664730064817147	0.207778718415405	-3.19922112277242	0.00137799433150104	0.0148899133790736
BAG4	284.693292651975	-0.552855094345013	0.196220366854783	-2.81752145919779	0.00483958805371111	0.035227361812806
BAG5	478.566295516602	-0.365993453041586	0.0927491916728633	-3.94605544738854	7.94492228588156e-05	0.00205083322238084
BAZ1A	305.312215546601	-0.628772070182174	0.226169184108386	-2.78009611548517	0.00543428114686993	0.0381941578301493
BAZ1B	1619.84552305149	-0.406051320990945	0.110947557180807	-3.65984913330917	0.000252363785654341	0.00460654038742621
BCDIN3D	151.46058951639	-0.555756273432342	0.16846421739507	-3.29895738113349	0.00097044643629217	0.0117813580424924
BCL2L11	98.0241566315971	-0.733099770551929	0.273425038754297	-2.68117277734283	0.00733646260127237	0.0467928373815762
BCL2L13	825.514086481249	-0.502341739492065	0.115021531968508	-4.36737131643841	1.25750840353635e-05	0.00057322602957876
BCLAF1	440.191860740827	-0.63535901550859	0.215423136717239	-2.94935365435029	0.00318439348326401	0.0265292706100733
BCOR	156.125121853907	-0.744255126764618	0.226056605547566	-3.29233965520205	0.000993575364540134	0.011995662255507
BHLHE41	81.6818082973852	-0.932450778676336	0.346738230996732	-2.6892067136523	0.0071622052474791	0.0461477775135998
BHMT	79685.3197553673	-0.670845989793125	0.209968667193954	-3.19498141679133	0.00139839844435436	0.0150308890298511
BLNK	534.281114453492	-0.587859044809432	0.186787074067863	-3.14721480457397	0.00164833819623801	0.0167155883352629
BMP10	6.79010820028599	-2.61679790599439	0.878823568108476	-2.97761462135866	0.00290500999167507	0.0248286054639654
BMPR2	236.759061182831	-0.634134336432874	0.194896059799284	-3.25370526775116	0.0011391039585576	0.0131227930931687
BMS1	516.143324134676	-0.544770405273241	0.166176864538725	-3.27825661403239	0.00104450394440017	0.0123873081091145
BMT2	166.862212635654	-0.770995530020802	0.252948799409051	-3.04803000378746	0.00230346927156346	0.0211882498471627
BNIP3L	1922.67172717605	-0.715093596691129	0.199133486610459	-3.59102634550854	0.000329378335519921	0.00559906653938686
BOD1L1	480.919160626334	-0.406954414454546	0.115764021407594	-3.51537904010521	0.000439126749468542	0.00682181403201738
BPNT1	1887.48132552865	-0.686612200668385	0.177479683672714	-3.86868055238678	0.000109425892637867	0.00259725574584585
BRAP	960.668285376373	-0.953686841739915	0.177133155579634	-5.38401090760879	7.28440864116921e-08	1.29874229877962e-05
BRIX1	174.311753783946	-0.562127746618482	0.169241022374303	-3.32146272063548	0.0008954694397136	0.0111041988223138
BRMS1L	248.819776761346	-0.817442392164786	0.187055841873432	-4.37004470952527	1.24221099968028e-05	0.000571120937407482
BSDC1	1486.06367668007	-0.316406799018175	0.117006977560305	-2.70417034620948	0.00684751755684304	0.0446778666804572
BTG1	218.909692354677	-0.570535660873944	0.21360729432971	-2.67095588970526	0.00756355854033911	0.0478235229274308
C2H3orf38	302.86536324177	-1.10277130664549	0.282650018804296	-3.90154336911272	9.55813326036482e-05	0.00234001357878781
C2H6orf62	2118.39423750512	-0.363483539894896	0.125242830995547	-2.90223030736042	0.00370516035168386	0.0294970008683119
C5H1orf52	88.9123152531131	-0.804420584531289	0.246002059648718	-3.26997499809543	0.00107556990352045	0.0125987114825661
C6H5orf15	1029.14321346105	-0.657096013129261	0.168854020160238	-3.89150351591093	9.96249452689525e-05	0.00241319002497449
C6H5orf24	209.900951986478	-1.17773044692551	0.233518884476824	-5.04340558822085	4.57318461016538e-07	5.3938953559743e-05
C7	289.943442152037	-1.12539745937783	0.410490428269733	-2.74159245106277	0.00611421517095789	0.0415003369704725
C9H1orf131	102.768819506933	-0.474322953433367	0.172169591613279	-2.75497519038538	0.00586965861038396	0.0403223456420328
C9orf72	265.955072246236	-0.928082801878062	0.194152155643198	-4.78018283548518	1.75135847632368e-06	0.000139137717707103
CACNA2D1	36.0009121085989	-0.892757521573758	0.278597827231985	-3.20446692080757	0.00135312838277896	0.0146957806390206
CACUL1	620.265315785115	-0.253753266169187	0.0945161096056852	-2.68476207101444	0.0072581455311681	0.0465234071163925
CADM4	190.526549135817	-0.833755912538866	0.266648685123908	-3.12679551429789	0.00176722798016455	0.0176182747853466
CALD1	2049.18760293846	-0.509131421834569	0.155950114415409	-3.26470694646866	0.00109577383440849	0.0127768062380117
CALU	2695.39001138341	-0.481855122678371	0.167963251369634	-2.86881278344606	0.00412015594920364	0.0316822222513237
CAMK2D	678.16738442826	-0.408616488918507	0.126239687553979	-3.23683064205767	0.00120865118364687	0.013606643611496
CAMSAP2	697.778564981069	-0.916674316247384	0.249653609149845	-3.67178475556179	0.000240862507011106	0.00446571320435464
CAND1	1274.33533052364	-0.471437061457255	0.172187884140283	-2.73792237944669	0.00618286670009741	0.0418182157532394
CAPN7	344.593941203415	-0.447084287256618	0.147710630666643	-3.02675768994318	0.0024719202416573	0.0223478496847472
CASD1	270.839610621307	-0.925864915634441	0.21227573390282	-4.36161448419866	1.29106210761208e-05	0.000579743588786932
CASP8AP2	68.310503428005	-0.968587497564969	0.270047759673568	-3.58672665433623	0.000334855015155751	0.00566703305450676
CBLL1	244.370248142863	-0.818579591893565	0.276735584776974	-2.95798457778126	0.00309657616050608	0.0259878501746249
CBX3	677.31321252435	-0.619929164264114	0.165566524963176	-3.74429048626825	0.000180904260128088	0.00376364317577201
CBX5	184.966151929073	-0.536543588675324	0.164080319983474	-3.27000574309804	0.00107545300889647	0.0125987114825661
CCAR1	398.447981426745	-0.62421952733682	0.175661411176333	-3.55353815705269	0.000380086054508631	0.0061345889197693
CCDC117	282.356743351158	-0.895481838004432	0.286567021342062	-3.12486005476372	0.00177889668443927	0.0176662784943897
CCDC126	74.5237654514794	-0.929279086864385	0.263655377065786	-3.52459751515902	0.000424126675260787	0.00666304745058776
CCDC186	243.910650460724	-0.618869163955524	0.192201903879895	-3.21989091399558	0.00128239385058233	0.0142485108050572
CCDC43	163.465066947562	-0.539968094552007	0.173736726043891	-3.10796747957363	0.00188378795674682	0.0185247199163949
CCDC47	725.277042336197	-0.824713170471616	0.220556075593453	-3.7392448530495	0.000184573880553251	0.00379875343694362
CCDC50	688.479910389022	-0.521029060865699	0.16675553640936	-3.12450831969171	0.00178102485200881	0.0176753747934311
CCL25	10.5392756121741	-5.63148715356691	1.09980049622644	-5.12046245922718	3.04787289286843e-07	3.89441958886263e-05
CCL5	33.0515845801159	-1.48907476661646	0.490428992824498	-3.03626985435858	0.00239524887121742	0.0218074696786956
CCN2	244.21476594677	-1.41416253039084	0.335118768764543	-4.21988459674855	2.44427407451649e-05	0.000911874802544072
CCNC	389.212422265838	-0.546168079940154	0.177392496616801	-3.07886799248321	0.00207788730686996	0.0197766890603582
CCNT1	77.3640472405089	-1.14808766707269	0.327544255672159	-3.50513754154132	0.000456371447317204	0.00698743938817762
CCNYL1	1114.16984914693	-0.881222628404965	0.20275370340743	-4.3462714297956	1.38471201975867e-05	0.000604894284870647
CCSER2	191.041554601771	-0.619144948391042	0.191672151224584	-3.23022903658855	0.00123691087224905	0.0138410776726252
CCT2	1193.57080501975	-0.551961476366786	0.156214007713518	-3.53336736215763	0.00041030191143039	0.00650585233501775
CCT3	1543.50019269008	-0.342590689082553	0.122143179487459	-2.80482864880497	0.0050343335175585	0.0362401107158331
CCT4	987.586246073688	-0.731757143869847	0.193376744439074	-3.78410106133729	0.000154265134503237	0.00335986833428712
CCT6A	1395.23957017316	-0.61031862556752	0.163361187081028	-3.73600753320187	0.000186965069214584	0.00383253396559788
CD2	9.47907386883337	-2.02213470835134	0.682704391952754	-2.96194770707039	0.00305699698292846	0.0257402167705887
CD27	6.52749102189904	-2.25150298448502	0.781248881683376	-2.88192794546298	0.00395250106370213	0.0308365044883257
CD2AP	599.895453798303	-0.689238684534309	0.162167856104457	-4.25015598708014	2.13621695018999e-05	0.000833450750566493
CD53	47.5101459993309	-1.03141895073129	0.365841252836693	-2.81930739831493	0.00481274037680739	0.0350730742383972
CD59	106.691416796054	-1.91147198277208	0.518021368802545	-3.68994813320275	0.000224299778942974	0.00426698326368812
CD79A	21.2255157520142	-1.63797760816754	0.514770931830556	-3.18195435461516	0.0014628487138371	0.0154902343434146
CD96	3.32924843964097	-4.04761163955202	1.23022579043933	-3.29013720164863	0.00100138542501994	0.0120425433112398
CDADC1	412.931206743084	-0.665380389217882	0.207454065065014	-3.20736250219709	0.00133958079490085	0.014608671641689
CDC27	162.727170411849	-0.716890805938784	0.253673747647888	-2.82603467085551	0.00471281626933645	0.0346246343352831
CDC42BPA	1135.31588761634	-0.512740479173824	0.1564076358956	-3.27823175791795	0.00104459592937357	0.0123873081091145
CDC5L	353.157968345051	-0.543028812630601	0.204023240652651	-2.66160272179534	0.00777696073556566	0.0489433746850686
CDH11	807.928860452027	-0.80456950130945	0.231039541970098	-3.48238874804202	0.000496961669485529	0.0074195844968078
CDKL5	585.834662640413	-0.494864178786689	0.141596339964249	-3.49489385750816	0.000474250315888827	0.00718545463786896
CDKN1B	576.035985316599	-0.90198158064423	0.187566036497338	-4.80887477012413	1.51782251015656e-06	0.000127173620482134
CEP120	168.34275365117	-0.616167662313373	0.191242547631361	-3.22191724563875	0.00127335907513197	0.0141686608846143
CEP170	63.2458440796791	-0.901506655152402	0.300029843961412	-3.00472327435649	0.00265822576390725	0.0234784421877821
CEP57	105.295493877588	-0.736016328927713	0.244945986946445	-3.00481072624649	0.0026574616320369	0.0234784421877821
CEP76	52.9158326555159	-1.01001589291598	0.280178170452194	-3.60490573296937	0.00031226625260929	0.00537371318884203
CEPT1	1329.59701001758	-0.633254317476418	0.192320609078266	-3.29270128932834	0.000992298386767823	0.011995662255507
CERT1	652.936702788365	-0.681963220558912	0.164048849396014	-4.15707408536986	3.22349480059827e-05	0.00109349216322065
CES1	4266.26797701735	-1.61192721244779	0.342259734625916	-4.70966067396039	2.48129542561613e-06	0.000183795665511943
CGGBP1	554.67287687076	-0.781728385707777	0.147733711985049	-5.29146919280611	1.21337631948327e-07	1.95838937964599e-05
CGRRF1	309.810066855601	-0.705389778274482	0.189040474765611	-3.73142195685387	0.000190401997617285	0.00387707015865317
CHAC2	441.826850479978	-0.715141992333993	0.163975702916416	-4.36126803919557	1.29310837647643e-05	0.000579743588786932
CHD1	388.01002695267	-0.701724428612137	0.19166109140901	-3.66127743222874	0.00025096082132505	0.00459186428803936
CHD8	615.162368157783	-0.347684251583856	0.11825538671067	-2.94011343799939	0.00328092105536364	0.0271193329066796
CHD9	315.390922245172	-1.40115978912875	0.267850819695925	-5.23112003435121	1.68486055723367e-07	2.46490482948958e-05
CHM	203.890710708043	-0.617985447270688	0.179386684870979	-3.44499062299503	0.000571079202491313	0.00826071453943331
CHML	270.233009299922	-0.657588754324064	0.216254476042736	-3.04080991227257	0.00235942736469046	0.021598268527044
CHMP5	640.804688518191	-0.414836277918732	0.149269986366168	-2.77910039397414	0.00545096753504053	0.0382110745199549
CHORDC1	956.765877884794	-1.13441915013221	0.209099804117525	-5.42525209394555	5.78728015652842e-08	1.06911285108494e-05
CHP1	3962.45816019172	-0.496918752208103	0.108362616173669	-4.58570279820218	4.52461846224215e-06	0.000280874392233032
CHST3	7.64208994160748	-1.68993296488162	0.590290026214696	-2.86288585243175	0.00419801770331399	0.0320724187929124
CKAP5	374.432065438948	-0.61315727620765	0.176377512267439	-3.47639145333861	0.000508209905513669	0.00753355599844839
CLCN3	722.202805808603	-0.75704607918033	0.203724534172221	-3.71602802900682	0.000202379141829108	0.00400914648794021
CLDN12	288.165682869314	-0.586804767135933	0.195919099931065	-2.99513813274155	0.00274320581937243	0.023885051009902
CLDND1	398.760710867335	-0.769041922206601	0.192056404741017	-4.00425033074859	6.22144577667357e-05	0.00174588452971515
CLEC17A	8.48870648036662	-1.68607851108717	0.575222397575332	-2.9311767382395	0.00337680605965238	0.0276141692334133
CLIC4	710.100722924963	-0.633490724060237	0.198361248336132	-3.19362138206934	0.00140500256735301	0.015054440506795
CLIP1	768.208308253965	-0.934225780252052	0.175792046434728	-5.31438025325528	1.07020930760465e-07	1.76446444231205e-05
CLN5	1138.27723752276	-0.498051040794421	0.179345270888479	-2.77705142893966	0.00548544986511133	0.0383706217070036
CLOCK	345.766420032684	-0.660330722414652	0.198949245911032	-3.3190913561439	0.000903108785684246	0.0111672314604004
CLPX	7327.7414100556	-0.796662674565174	0.18122080556634	-4.39608836344973	1.10219079774524e-05	0.000518200157325692
CLTC	2929.90796887722	-0.529313276084607	0.160518287562812	-3.29752630757092	0.000975405366546901	0.0118321918396073
CMPK1	1240.56228790099	-0.644328187203119	0.16149115203368	-3.98986680749383	6.61104085497043e-05	0.00180368486528935
CMTM4	1099.79620388822	-0.629607972332966	0.157715649890449	-3.99204500485715	6.5505936597268e-05	0.00180000452660558
CNBP	3365.84961495947	-0.559257317358817	0.146013446769431	-3.83017680722198	0.000128051217865264	0.00293993485691323
CNOT1	2032.46208204672	-0.453215617242796	0.135095976178246	-3.35476769970427	0.000794316566394012	0.0102174965709055
CNOT6L	252.855287639144	-0.578531223712251	0.20165419362783	-2.86892731216877	0.00411866438313529	0.0316822222513237
CNOT7	325.661430627696	-0.613286014883188	0.184836868246821	-3.31798531699984	0.000906692505752053	0.0111934912968569
CNTNAP2	610.445360408916	-0.565034288518574	0.172243620713049	-3.28043666394994	0.00103646533230693	0.0123386047672843
COBL	429.012366611785	-0.53069564593169	0.187148900100085	-2.83568669464731	0.00457272800804225	0.0338549679127532
COG3	341.569417829804	-0.566835194472155	0.191958823951114	-2.95289991262142	0.00314804013326364	0.0263045773097174
COPS2	564.775410740505	-0.561596849150461	0.161135475648123	-3.48524647903632	0.000491683902519823	0.00736229421614887
COQ10B	194.319772275002	-0.829881236071119	0.271603116643407	-3.05549231660948	0.00224691359824101	0.0208294596141653
CPD	717.111058093519	-1.03493583521664	0.277454848046337	-3.73010542978079	0.000191399663601136	0.00387874899937844
CPEB3	509.174597606439	-0.893661800023878	0.223818834548029	-3.99279087405001	6.53001552855841e-05	0.0017975714200967
CPEB4	456.036749881474	-0.896194667990274	0.27934136347588	-3.2082419045959	0.0013354911667749	0.0145848191311678
CPNE3	201.746405785721	-1.03681774762597	0.238849629498647	-4.34088070306948	1.41912760178398e-05	0.000614674675654061
CPS1	136545.600567703	-0.581729684709766	0.164783804775319	-3.53026006107183	0.000415151379520701	0.00654888487879724
CRCP	531.067738358978	-0.656095290282672	0.233079096945488	-2.81490403421341	0.00487918016116091	0.0354058066308946
CREB1	110.62984509934	-0.601092789424567	0.198464015939387	-3.02872430843154	0.00245588685798795	0.0222422405159653
CREBL2	595.912347024835	-0.483593544581213	0.153349277507978	-3.15354302569866	0.00161301448879181	0.0165468936446165
CRIM1	115.935089006572	-1.00021385078625	0.287247951057438	-3.48205739015438	0.00049757703981515	0.00742154547809892
CRIPT	565.706368545936	-0.444295450513827	0.143863229589337	-3.08831834084419	0.00201292717123895	0.0193748978760871
CRK	792.232711709207	-0.944328377040027	0.230088253830057	-4.10420072003114	4.0571510597445e-05	0.00129454682223621
CROT	2013.89265127465	-0.778477512402853	0.151529541370529	-5.13746366128882	2.78471293233778e-07	3.61847486368943e-05
CSDE1	4025.47169193486	-0.450769023045703	0.145140059088406	-3.10575196039527	0.00189795847751112	0.0186007539532927
CSE1L	825.230871489422	-0.503731257447693	0.133617696177278	-3.76994419047132	0.000163284056585826	0.00350649081180739
CSGALNACT2	133.06086853592	-0.852589979092585	0.214934479146876	-3.96674364428039	7.28612883095492e-05	0.00193284106167875
CSNK1A1	1295.8622885799	-0.498710077680231	0.155070310899962	-3.21602552278337	0.00129979271775227	0.014392499339708
CSNK2A1	878.506119228398	-0.451394353195872	0.131306233420676	-3.43772219670415	0.000586629202299701	0.00840801568308646
CSPP1	110.148036480435	-0.716340659388261	0.211156204059126	-3.39246797213534	0.000692660291564888	0.00929996519313873
