Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ABCF3	911.889310021347	-0.0383552205604377	0.0990068183639433	-0.387399789168521	0.698460259855384	0.835574617085771
ABCG1	161.593610205684	0.0631084688702967	0.283562317119126	0.22255590768002	0.823881156295054	0.910061938583103
ABCG2	1699.27564265171	-0.494723452850963	0.238514068922726	-2.07418981649776	0.0380616856261511	0.140864066064633
ABCG4	14.9697027214544	0.587842866452181	0.403666454660255	1.45625889807202	0.145321063163202	0.334238416004762
ABCG5	482.292769740347	0.0410471494352252	0.249354549353567	0.164613597552709	0.869248127930656	0.936230791343126
ABCG8	865.835971899192	0.673954180924298	0.253209265766451	2.66164896803549	0.00777589244182	0.0489433746850686
ABHD1	0.0814929407672166	0	4.72940012081094	0	1	NA
ABHD10	99.6079824532107	0.370451771567327	0.246445705975192	1.50317803307402	0.132793140569939	0.315823983924132
ABHD11	513.6471313653	0.149076033032503	0.166296592594517	0.896446708297851	0.370014230556418	0.586037413193012
ABHD12	573.299522295662	0.346393313508238	0.198685539898216	1.74342487976574	0.081259425507384	0.231031109086727
ABHD12B	36.9543636890573	-0.844505950692254	0.322510984322494	-2.61853391587988	0.00883085125960015	0.0530369927001367
ABHD13	479.685363965282	-0.439117048864461	0.170060896952101	-2.58211650493731	0.00981964292157148	0.0569673041681632
ABHD14A	232.591319370909	0.130413132780643	0.169511100931959	0.769348627102542	0.441686377141751	0.649192601678917
ABHD14B	4857.42906882507	0.0542190453176016	0.152409938048615	0.355744815671449	0.722031679580721	0.850121407023928
ABHD15	212.508365699582	-0.646554751988901	0.256533782080282	-2.52034935417029	0.0117238410179906	0.0642924371705471
ABHD16A	941.451023867273	-0.131957597956664	0.119060706329637	-1.10832198148834	0.267722785541641	0.484822661002714
ABHD16B	0.713270534044325	0.677567431719041	2.11232961808415	0.320767850773963	0.748386324350785	NA
ABHD17A	1932.18581538527	0.652397257414416	0.181857143554691	3.58741616997969	0.000333971054204775	0.005658318424444
ABHD17B	93.1468925664346	-0.915289261942489	0.264937473310393	-3.45473688756049	0.00055083008527821	0.00800557127731829
ABHD17C	25.6177905810293	0.293448200666263	0.365207075358141	0.803511816901392	0.421678969462932	0.630852145455667
ABHD18	2759.61694599689	0.319628256154809	0.116439221641567	2.74502226697045	0.00605067920869617	0.0412700463998836
ABHD2	1525.9300597354	0.294905552329958	0.288325947634237	1.02282002278917	0.306392949168476	0.525201016165482
ABHD3	3785.07954018195	-0.452803694028899	0.210354735743051	-2.15257190397653	0.0313523386159844	0.124250557766578
ABHD4	1424.7313500705	0.253215130125749	0.17519473515367	1.4453352716544	0.148363735094951	0.338420284172996
ABHD5	202.309276386034	0.193554040781341	0.307660807197029	0.629115039204158	0.529273745308619	0.720148579005861
ABHD6	1562.23330507061	-0.292256467379016	0.20906253355429	-1.39793803514355	0.162131675666208	0.356922467048093
ABHD8	89.5439041831316	0.60539183891632	0.195220548543967	3.10106617070577	0.00192825195324481	0.01877173627708
ABI1	681.951753523739	-0.696552301164033	0.181419327242435	-3.83946028106044	0.000123305074703911	0.00285163908059588
ABI2	187.150653968517	-0.319002618489568	0.182791038601141	-1.74517646450736	0.0809541567028403	0.230505122511541
ABI3	31.2113188541875	0.0941111983652498	0.355850612929016	0.264468276703581	0.791419106347055	0.890532229071697
ABI3BP	90.4289912678184	-0.673325871660947	0.412456585740727	-1.63247695621523	0.102579049042262	0.267991916674902
ABITRAM	194.237399386988	0.0306401681821773	0.154190471480816	0.198716353143712	0.842484631174721	0.922240083515528
ABL1	436.094766470865	0.246572310318239	0.19827839154334	1.24356622221409	0.213659254268933	0.42206653254644
ABL2	329.975227330833	-0.025449314542728	0.148964702052927	-0.170841240857756	0.864348600230247	0.933511100044402
ABLIM1	549.14392737815	-0.416636032938345	0.221531351253545	-1.88070912121824	0.0600114982250928	0.191340466268527
ABLIM2	108.222246307991	0.5363586540795	0.168949385321893	3.17467064504317	0.00150006658901262	0.0157135785235505
ABLIM3	2255.93313777079	-0.0962716215561169	0.211280356784997	-0.455658173911949	0.648635803401742	0.804134279880249
ABR	533.966542699232	0.287018975276647	0.163504168631501	1.75542298204958	0.0791869838527548	0.22728828592555
ABRA	84.6583062483673	-2.02294405037379	0.489820607706591	-4.12996925516363	3.62811749922321e-05	0.00119708920172312
ABRACL	33.7175263508085	-0.360155744609239	0.409015416959379	-0.880543201248103	0.37856511259399	0.593797357378737
ABRAXAS1	36.7036588742374	0.143359652579292	0.303808015516802	0.471875807277257	0.637015437215005	0.797004552912693
ABRAXAS2	305.27529812789	-0.0345910993169598	0.173486409979117	-0.199387948146046	0.84195928720225	0.921730811842931
ABT1	763.87417717489	0.00960884379514879	0.154239646474756	0.0622981445741415	0.950325406024089	0.977996188062697
ABTB1	527.703665609459	0.524410542754394	0.222522247853444	2.3566656719187	0.0184398401915213	0.0874808383838478
ABTB2	670.418277890482	-0.195254405076376	0.224495550139775	-0.869747328866014	0.384438501344299	0.598603939007893
ABTB3	26.0253437804371	0.0974596991867843	0.446643503489487	0.218204672015516	0.827269645047564	0.912424504928377
ACAA1	9217.20531126608	0.203186095777936	0.187753083724629	1.08219844780787	0.279164358065616	0.496857469787591
ACAA2	8000.32107581503	0.533563141062207	0.134263889349206	3.97398841675489	7.0679001818271e-05	0.00189131088111614
ACACA	302.627021902926	0.347350428360457	0.221929225209602	1.56514054438932	0.117549958707628	0.292406475805331
ACACB	3752.72276794594	-0.142476660738103	0.196618756502922	-0.724634125818947	0.468676517529777	0.672001567109485
ACAD10	2157.12762602043	-0.12551572011421	0.187721222478589	-0.668628290701264	0.503732621252818	0.70033908944697
ACAD11	572.265289819877	-1.09509874994976	0.260196345116593	-4.20873994005968	2.56798740798489e-05	0.000937157726814884
ACAD8	562.024942517122	0.287329955335306	0.15679424241824	1.83252873896267	0.0668726840839726	0.204569666813831
ACAD9	1760.46428992624	0.424317800263882	0.186779652209147	2.27175602505541	0.0231012502489453	0.101435128885189
ACADL	2691.02593572207	-0.0500845606092216	0.16878815282044	-0.296730308213648	0.766672416002128	0.875835965972633
ACADM	6020.26710821387	-0.346006121020322	0.171929433422968	-2.01248915983515	0.0441683982449461	0.156152651669301
ACADS	1634.38375465522	0.343961482905829	0.18859409260776	1.82381896564069	0.0681794456624245	0.206559067445555
ACADSB	1438.65137258437	0.322979496009386	0.238329204219229	1.35518220298462	0.175359513451304	0.375492136171835
ACADVL	16771.9968770058	0.132982855206714	0.105339596937096	1.26242039150886	0.206797555477953	0.414775997664512
ACAN	0.979821301671802	1.13301393075449	1.63621196219142	0.692461586234227	0.488647501524711	NA
ACAP1	255.528596301135	0.388921372974884	0.202209932214393	1.92335445007978	0.0544355506736998	0.179574074543855
ACAP2	274.774044379947	-0.413231191019209	0.167161716309887	-2.47204443781348	0.0134342815844066	0.0706163316879352
ACAP3	832.688150185874	0.419548031140977	0.173369772836943	2.4199606671664	0.0155221859625834	0.0778546540282273
ACAT1	1400.4053033798	-0.0347317502933273	0.193827145544902	-0.179189298772815	0.857789066078364	0.931280871640555
ACBD3	413.562148924721	-0.0410572013670854	0.115663016709722	-0.354972596557169	0.722610120872052	0.850589665540547
ACBD4	706.509780404278	0.687076035816764	0.223569148218288	3.07321489253928	0.00211765933177633	0.020030288838649
ACBD5	1755.13885686296	-0.498304463133515	0.204484051684768	-2.43688668640867	0.0148143207876737	0.0754644453944852
ACBD6	169.83308722441	0.0523951948095749	0.273070797885209	0.191874031259836	0.847840879526928	0.925399859900711
ACCS	5.8359071233425	0.532222609915731	0.719547774058893	0.739662645210503	0.45950471953461	0.664364532260648
ACCSL	0	NA	NA	NA	NA	NA
ACD	102.55068025978	0.536565516559482	0.207526113539856	2.58553252603766	0.00972286986875029	0.056534229691903
ACE	95.0499034440729	-0.588614218322749	0.413284436042083	-1.424235144105	0.154378414649306	0.347084942988804
ACE2	0.814891966362214	-1.47295275320964	1.79569801689719	-0.820267516781456	0.412063619880708	NA
ACER1	0	NA	NA	NA	NA	NA
ACER2	229.956402003914	-0.536274257255027	0.257721885810639	-2.08082544316416	0.0374498864127589	0.139542918193641
ACER3	582.932580828448	-0.074190499342471	0.245575526549723	-0.302108684789684	0.762569212093585	0.873876960316214
ACHE	74.3244767280571	1.22660605133097	0.546337305552739	2.24514423390875	0.0247588747256679	0.106100566285262
ACIN1	942.991539112217	-0.188643505413601	0.117204480811278	-1.60952468803095	0.107501661139131	0.276143049062618
ACKR1	8.80289831759489	0.588479531291016	0.590775742698395	0.996113226658747	0.319195134029983	0.537789366033241
ACKR2	10.7679065025939	0.393330058813118	0.648570758890345	0.606456664013154	0.544211550937057	0.729915649975323
ACKR3	52.8985570185614	0.372656363341446	0.295001374548314	1.26323602360169	0.206504370272568	0.414754886728367
ACKR4	11.9682797052906	0.0669170598642008	0.533506570519966	0.125428745514759	0.900184132179805	0.952266139838915
ACLY	312.684460856999	0.435791316173142	0.32374675255795	1.34608706567685	0.178274439468275	0.378913498803307
ACMSD	2399.2708519691	-0.492132769534269	0.107786129507129	-4.56582652874386	4.97530081554015e-06	0.000300339714191642
ACO1	5272.75576806846	-0.195972948739995	0.11864369603992	-1.65177717216477	0.098579983912314	0.26160036229275
ACO2	6939.5232779497	0.314454769421641	0.138584793672514	2.26904237534689	0.0232657490730245	0.10195305245404
ACOD1	0.475989529224262	0.426000754921882	2.69653257671776	0.157980941376356	0.87447181669078	NA
ACOT11	162.966401342949	-0.433075001795083	0.32001833866999	-1.35328182626958	0.175965612860805	0.376039127804142
ACOT12	2223.13158822001	-0.420882541405087	0.194320465090179	-2.16591979238917	0.0303173165780224	0.121499063013805
ACOT13	731.589071368071	-0.0390088000681506	0.113539118414648	-0.343571454603772	0.731168595185007	0.855823973854744
ACOT6	359.887045444125	0.344735952560112	0.224854101075624	1.53315394698614	0.125237928244414	0.304883434883579
ACOT7	186.163997506763	0.932800837386058	0.20174074841631	4.62376017095534	3.76845552429802e-06	0.000250137353047885
ACOT8	399.565937704677	-0.247661439668435	0.202854646745939	-1.22088127455426	0.222130975343626	0.432719380630646
ACOX1	20940.5344301988	-0.568775018066597	0.167226259722321	-3.40123027932962	0.000670832916980762	0.00908646741701945
ACOX2	7358.27904300437	0.212109634631245	0.138253487769824	1.53420820011704	0.124978440946083	0.30470230085907
ACOX3	1701.2442074606	0.374553661083729	0.173432541091601	2.15965042503704	0.0307997416824536	0.122631118986513
ACOXL	1.18557031958705	-0.448552630095476	1.44524080491373	-0.310365323598963	0.75628316077198	NA
ACP1	431.127248588397	0.00989025332004157	0.125540926607616	0.0787811081795982	0.937206730825576	0.971716361304951
ACP2	315.243821528168	0.405987585563752	0.159561360894553	2.54439786228729	0.0109466320387816	0.0614140903954037
ACP3	994.530878515327	-0.402622190941038	0.263103746905015	-1.53027919851856	0.125947634912504	0.30599827065654
ACP4	6.08355999121508	0.00700565706388289	0.813102637715493	0.00861595663195251	0.993125546280768	0.997092325898574
ACP5	1889.66368380792	-0.470610101685047	0.227901814480958	-2.06496864782254	0.03892596688163	0.143027042941776
ACP6	285.434174459767	1.2101541647144	0.195011094603016	6.20556572526248	5.45004875020163e-10	2.45781169078946e-07
ACP7	2.17898156770518	1.88294332455298	1.16307978042247	1.61892877534938	0.105462588716957	NA
ACR	0.0371682585751739	0.218655355340674	4.72940012081094	0.0462332113492613	0.963124371938756	NA
ACRBP	10.4206199757755	0.0521488849021111	1.05145258903383	0.0495969912918568	0.960443544284441	0.982940929996991
ACRV1	0	NA	NA	NA	NA	NA
ACSBG1	22.3360653292768	1.08797451203286	0.388361891061884	2.80144508787422	0.0050874298433087	0.0365365628981041
ACSF2	178.547070256923	2.41811457382544	0.901606006652913	2.68200805671466	0.00731816972899534	0.046715027666397
ACSF3	677.809202231393	0.584425287740795	0.203969078642934	2.86526414508095	0.00416661526068501	0.0319517993892804
ACSL1	8562.86953365056	-0.583116008646592	0.186677166341541	-3.12366006016897	0.00178616686444316	0.0176920520235833
ACSL3	284.207725251984	0.459131039440193	0.163968430086225	2.80011853012651	0.00510838453325111	0.0366364696367931
ACSL4	2518.36821887118	-1.45563012619073	0.521472283973533	-2.79138541189393	0.00524829371873964	0.0373074119561589
ACSL5	11695.5367446061	-0.119373050499424	0.14825761877495	-0.80517312692462	0.420719781608513	0.629908838141131
ACSL6	47.651990104624	0.667121412395103	0.354076058768672	1.8841189509256	0.059548887373294	0.190499288565558
ACSM1	4952.59360155536	1.20964326223371	0.249448290009317	4.84927462196086	1.23913770266827e-06	0.000109193668936854
ACSM3	342.340762364832	0.219770559509263	0.309490087166445	0.710105326866478	0.477638823265801	0.680066494301655
ACSM4	0.126562144821856	0.872668640742553	4.72940012081094	0.184519943005566	0.853605583505717	NA
ACSM5	5392.1725451373	0.00197498906912263	0.269030914406435	0.0073411231325592	0.994142683804126	0.997466520657228
ACSM6	0.149937750297878	0.795723378817216	4.72940012081094	0.16825038239327	0.866386306420837	NA
ACSS1	3058.10317118804	-0.0269753044288225	0.188500121275364	-0.143104971213342	0.88620727889403	0.945398748158503
ACSS2	154.589237740511	0.512341111902515	0.253081843208053	2.02440880549985	0.0429281064964014	0.153113716963931
ACSS3	2393.73742386094	-0.130404289152818	0.220673054348938	-0.590938887113133	0.55456136920202	0.738692509249811
ACTA1	507.092790558123	-0.547451617921385	0.689567130914511	-0.793906196189121	0.427250042241803	0.63575015001501
ACTA2	110.442547019787	1.46624374063905	0.721646338191647	2.03180375627384	NA	NA
ACTB	17003.9587095451	0.136179453123184	0.124633471993914	1.09263948877099	0.274552117524595	0.491801907996367
ACTBL2	0.179152174986174	-1.71475479095988	4.72387013830414	-0.362997868433249	0.71660647663225	NA
ACTC1	361.578485074196	0.0723102516590204	0.56379571035614	0.128256122440774	0.897946287471971	0.951368879616344
ACTG1	742.860326623881	0.388676590254559	0.252100734925286	1.54175111932835	0.123134084443221	0.301937456703647
ACTG2	23.4852715884399	4.82690353647853	1.18846647304418	4.06145536786975	NA	NA
ACTL10	0.70528494490449	-0.0895168037595641	1.71221142704087	-0.052281396062326	0.958304476833295	NA
ACTL6A	220.054260365881	-0.149441543212135	0.128379014677135	-1.16406519856825	0.244397590744049	0.459221803780275
ACTL6B	6.61197902541136	0.682997187034623	0.634203421386965	1.0769370899024	0.281508371738402	0.499550948868843
ACTL7A	0	NA	NA	NA	NA	NA
ACTL7B	0	NA	NA	NA	NA	NA
ACTL8	0.0439956411862869	0	4.72940012081094	0	1	NA
ACTL9	0	NA	NA	NA	NA	NA
ACTMAP	108.365241813821	0.27725021813921	0.304549316389324	0.910362306592025	0.362631469450616	0.579190450113156
ACTN1	106.798137200888	-0.000372237768769493	0.322839810576544	-0.00115301073961335	0.999080030736262	0.999797292212447
ACTN2	161.604036452989	-0.31107891056802	0.312578494043715	-0.995202537908814	0.319637767709341	0.538216871429036
ACTN3	7.81603905015425	0.731067164850376	0.922767621008774	0.79225489517195	0.428212065839969	0.636573755290587
ACTN4	2348.26199471717	-0.165865131054571	0.084000594196836	-1.97457092584255	0.048316861189083	0.165551381589321
ACTR10	371.103248080873	-0.27863348398067	0.147858768346746	-1.88445695237527	0.05950319239985	0.190472327571378
ACTR1A	791.43305509566	-0.166516223961277	0.118842470750973	-1.40115080836885	0.16116898076376	0.355671269725206
ACTR1B	1094.37005605411	-0.0531758071271432	0.15729132398337	-0.338072093110267	0.735308860146909	0.858028215573254
ACTR2	876.141082862407	-0.538322224451755	0.163663897583573	-3.28919347760777	0.00100474930068933	0.0120640728484491
ACTR3	1273.29186940572	-0.622532728606354	0.169691208462261	-3.66862098660111	0.000243862285940472	0.0044887640219991
ACTR5	162.135736859322	0.2803140597172	0.174875734140453	1.60293285454952	0.108949479155297	0.278316502133154
ACTR6	155.791070338476	-0.239429702705641	0.229967121060318	-1.0411475414472	0.297807077906995	0.516839380367624
ACTR8	279.652853576167	-0.392004413111515	0.130309574619831	-3.00825487501713	0.00262752673449089	0.0232743312651351
ACTRT2	0	NA	NA	NA	NA	NA
ACTRT3	7.78274799573597	0.606324040059444	0.660092265555822	0.918544378866335	0.358333936243608	0.574312997808826
ACVR1	201.613880128761	-0.472824359379309	0.240869452142037	-1.96299013915842	0.0496473198373489	0.168789879172078
ACVR1B	694.278958283319	-0.202757695374632	0.139976785871361	-1.44850943756464	0.147474628504414	0.337334792978673
ACVR1C	105.417606656579	0.112266219134977	0.32540910302198	0.345000241518731	0.730094189161261	0.855021853433577
ACVR2A	164.830730062485	-0.571738597059111	0.197175490026483	-2.89964334300535	0.00373587482192487	0.0296491556131336
ACVR2B	3.98190561474219	0.720287444023796	0.770660266578471	0.93463679815969	0.349975508239398	0.567248886663286
ACVRL1	75.5930732822238	0.539723983756962	0.261394303066139	2.06478862555929	0.0389430045603641	0.143055363901309
ACY1	924.178708642204	-0.21885197694105	0.237266806264987	-0.92238767144119	0.356326398150223	0.572783082731822
ACYP1	39.2328433188673	-0.244241864806478	0.30379871138839	-0.803959515464265	0.421420356319839	0.630526768486737
ACYP2	42.9919429282381	0.580489466003912	0.552817953613737	1.05005537936908	0.293692652036233	0.511842399826274
ADA	46.0304350702365	0.348241384987287	0.447494760344637	0.778202150834325	0.436449849043528	0.644321448719769
ADA2	648.168639619606	0.231263895682674	0.26463102937848	0.873910728556009	0.382166871606368	0.596413704055007
ADAD1	0	NA	NA	NA	NA	NA
ADAD2	0.659678252251285	-0.919469944620382	1.92620598174001	-0.477347673788133	0.633114568351741	NA
ADAL	197.970145154244	-0.096995947219887	0.172732526609168	-0.561538403472522	0.574430557933784	0.753442578682524
ADAM10	644.186477199027	-0.795647885546555	0.19457862326451	-4.0890816894359	4.33084325466076e-05	0.00133731410963879
ADAM11	39.6715836514103	0.689023494266721	0.29246115434802	2.35594876113633	0.0184754659274675	0.0875956459696536
ADAM12	6.79451865415426	-0.207954130973847	0.632635809449667	-0.328710654483418	0.742374400354877	0.86109589837668
ADAM15	55.9673814552674	0.687415689050092	0.241480199900321	2.8466751697814	0.00441784160399909	0.033188682950849
ADAM17	243.19489745335	-0.0806801237455369	0.224768276075486	-0.358948002601761	0.719633988376003	0.848315982429235
ADAM19	39.6497615236222	0.0897646006194498	0.482525757862953	0.18603069195105	0.852420692725035	0.928212945213618
ADAM2	6.81152825365429	0.369236535877174	0.653501269041556	0.565012729690192	0.57206510578274	0.751680180789214
ADAM22	16.6027040922838	-0.312164314014275	0.407176783305696	-0.76665548433274	0.443286377370445	0.650227646445254
ADAM23	37.7867615308662	-0.0417118562104776	0.379051800807739	-0.110042627740039	0.912375568130484	0.958904283099918
ADAM28	1.51820600135219	0.0276170842407477	1.44392672491876	0.0191263751575078	0.984740290943324	NA
ADAM32	0.129881956518614	-1.08936642768969	4.72940012081094	-0.23033923962071	0.817828171424986	NA
ADAM33	16.8834639717156	0.111287056063817	0.445026126098426	0.250068590443168	0.802534305613995	0.897146289587298
ADAM7	0	NA	NA	NA	NA	NA
ADAM8	74.8287241587659	0.336647480375206	0.444988494971962	0.756530751197102	0.44933104240583	0.654476477687393
ADAM9	490.538396752887	-1.18522663578852	0.236587416704736	-5.00967740506544	5.4521348146888e-07	6.1924135639721e-05
ADAMDEC1	1.26451048704154	1.17833211489742	1.73299174512901	0.67994098541404	0.496541828855634	NA
ADAMTS1	515.615916943441	0.424227780392166	0.554065595634042	0.765663458866642	0.443876574878847	0.650478784537643
ADAMTS10	52.5464253859267	0.125509186957851	0.417620937124355	0.300533751545312	0.763770055564107	0.874534109623214
ADAMTS12	23.0165246613583	-0.220980463014085	0.632444597757349	-0.349406831519603	0.726783905328339	0.853144818588227
ADAMTS13	33.9682963831701	0.498618404252567	0.333831000392119	1.49362522853446	0.135273601591927	0.319471396684898
ADAMTS14	2.83275004181648	1.01700175756102	1.32509266852732	0.767494818827498	0.442787372527567	0.65001727547081
ADAMTS15	25.9843321927486	0.77522243667581	0.482278958322183	1.60741501012766	0.107963359544804	0.276962053187299
ADAMTS16	28.9660131414193	-0.403497443494658	0.583693256255443	-0.691283373878959	0.489387478053962	0.690192991262086
ADAMTS17	7.89019755246871	0.256509362283946	0.664809561338143	0.385838858526099	0.699616014519282	0.835859648660847
ADAMTS18	1.76466582593907	-0.149386607453072	1.18107145495627	-0.126483970826814	0.899348836567717	NA
ADAMTS19	0.577242597862074	0.204820882627601	2.72525674791621	0.0751565454463001	0.940090158233553	NA
ADAMTS2	12.5889140326068	0.664998776604553	0.510711834692704	1.30210175568907	0.192881603077858	0.398054003121455
ADAMTS20	9.71924415865112	-0.489984247993887	0.599048782858157	-0.817937139703537	0.413393081883645	0.623198911072847
ADAMTS3	12.1769492749316	-0.307165443992893	0.506191556281702	-0.60681660960372	0.543972624066997	0.72982161411882
ADAMTS4	68.3649641865442	-0.00471061646101023	0.382726807154722	-0.0123080389796315	0.990179853663784	0.995587954229538
ADAMTS5	9.2685179202838	-0.405490672108287	0.677288506277709	-0.598697111127446	0.549374883990275	0.734335724542139
ADAMTS6	0.846370904896161	1.93861745873467	2.12150421246475	0.913793829559447	0.360825189345019	NA
ADAMTS7	89.5116698024226	0.00863116098163189	0.493286212621543	0.0174972678351622	0.986039912465387	0.993099709526523
ADAMTS8	0.0422375317432243	0	4.72940012081094	0	1	NA
ADAMTS9	6.02349752745207	0.213774047713621	0.71655105972053	0.298337494325942	0.765445590142942	0.875602598751248
ADAMTSL1	8.64245516550466	0.0663233346148352	0.516878628831417	0.128315103227971	0.897899613260366	0.951368879616344
